itemid,hasbird
976f5740-5225-41ff-b377,0.508
977c033f-f42f-4440-bd54,0.341
978abf4c-e30d-40cf-a2b3,0.934
9797361a-74d0-422c-914f,0.149
979bcd6e-62fc-42c8-aefc,0.987
979feea8-d63a-4488-9b5e,0.183
97b49af4-07cd-42e5-9e09,0.377
97b9a801-cd67-42a2-8180,0.231
97c12558-fa33-4b0d-9659,0.280
97c6ebc6-c1b1-4831-aedb,1.000
97ce0a07-99e2-4777-af2f,0.440
97d4557d-e4e3-4eae-9e52,0.342
97e2544b-6988-42c1-b1aa,0.296
97e29dff-e377-446c-ab04,0.490
97e4da95-5fbe-48ab-937e,0.550
97f19e15-e3db-4435-9057,0.294
97fabb8a-ae46-4c56-b54c,0.325
98006f42-38c6-48c5-9c7a,0.260
9801c8cf-cdfb-442f-aae9,0.208
9808fd93-bae6-41bb-8bd2,0.269
9811a396-2ddc-408e-8376,0.151
98138eaf-8400-4e16-adb7,0.353
98165916-c5c3-46cd-ae78,0.077
98196003-a27e-4dec-8aa6,0.224
981eeb14-95b6-4f40-9790,0.286
983be457-8712-44fd-b662,0.750
9849cf1a-41fa-43eb-9b87,0.978
984d59a5-cc29-4302-b98e,0.237
9853f982-b5b9-4bce-9b5b,0.444
9856aebb-5f6a-4add-b79c,0.279
98648fa3-1bd2-4052-b055,0.993
98765dde-f519-4f46-8a26,0.614
98787070-5fc4-4b55-b912,0.283
987e623b-1035-4235-8ce7,0.243
987f5223-9dc8-4490-a9b3,0.534
988f937e-514e-440a-a695,0.998
989336d3-4a8f-40fc-9dcb,0.327
98a92914-8a00-4efd-be07,0.365
98beb595-1f18-476b-b183,0.284
98c38e72-4c93-471a-a36e,0.344
98c51b4c-77ab-4d1a-9d38,0.327
98c5c974-bf83-4ddb-b31b,0.215
98c95ca4-31fa-41a8-ba14,0.998
98cf31b7-2a5f-4bbd-91ec,0.301
98d26764-15ea-4aa0-9864,0.253
98da17a6-f080-429a-a78e,0.228
98df489e-65c6-493b-b332,0.348
98e66df8-c016-4962-bbd9,0.243
98e98b6c-cd86-4cd8-9ada,0.998
98ea51a3-5ffd-4931-a283,0.424
98f32245-5237-45e1-90f7,0.379
98fe3b44-9eff-4384-9535,0.999
990035d8-6ee2-4065-960a,0.942
99086e6d-3b9b-45eb-8ff1,0.993
990d65e4-6dbe-4341-9e01,0.428
991581aa-a8a0-4b9c-a506,0.289
9918dad5-8ccc-428b-95dd,0.275
991d744e-c710-4b69-9bd6,0.389
99216322-f00d-45c5-930f,0.963
9926e736-786a-435a-b5b9,0.322
992e204f-a371-4ead-ace5,0.273
9936d912-cb21-4500-939c,0.227
993a14a7-ea2e-4076-a48d,0.242
993b79c8-2db6-4337-8932,0.383
994ff3a1-d9f4-4595-a1c1,1.000
99522b46-e81b-4761-99a2,0.289
9955deb2-e924-4d4d-ba3c,0.489
995c80d5-5a19-44ea-a43f,0.998
996da395-dbd4-4d03-b715,0.330
996e2410-5949-473e-acbf,0.577
996f4ac7-0a7e-471f-9199,0.286
9977a956-52eb-4499-be3f,0.652
9980a916-9a3f-4938-a771,0.380
99846ee1-575b-41ff-8a05,0.996
9988a6a1-a937-428a-a18a,0.649
9993f842-6119-460b-9557,0.241
999d0dcf-df69-484a-b22a,0.382
99b3bafe-4d0f-4071-9146,0.231
99b4ca44-5441-4aab-b3a1,0.290
99bc4ff0-342b-4b1e-a89d,0.298
99c3a273-8311-4802-b35d,0.969
99cd9fb2-fba9-4c53-9151,0.253
99dd927e-d54a-4cba-b4b4,0.357
99ebc04c-5885-4644-bea6,0.363
99f1db51-f0bb-4d1c-a35e,0.295
99f20ffc-6535-4193-ac4f,0.944
99f767bc-16af-4a6d-ae66,0.784
9a03cda9-d4a4-4ad7-91b8,0.781
9a2f6c26-8145-4065-9939,0.346
9a36dd09-8dab-4576-9076,0.164
9a46e5ea-c654-4668-bd1d,0.319
9a4a4801-3171-4d52-9b17,0.383
9a5000f0-6d6e-4b9a-8acf,0.116
9a61c7ad-6eba-42b5-94fb,0.975
9a6218a3-772e-4352-bf92,0.307
9a6f2e4d-437e-4e60-a155,0.994
9a763a1d-bb0e-40fb-9bc5,0.306
9a855359-c06d-4402-b38e,0.280
9a85be9d-21cd-4752-8d6a,0.867
9a9103ec-0d29-4b5f-a44a,0.096
9a920c63-d4fd-4960-b4ba,0.193
9a988702-7772-4e60-bdd6,0.895
9a9b937d-5994-440d-9523,0.314
9ab1a27b-3c47-4534-b48d,0.925
9ab83528-1e67-4c5f-8fb1,0.840
9ac138cd-2c9b-4280-a806,0.358
9acb625f-8ed6-4175-acdb,0.282
9ad6aa30-6cfa-4018-80b3,0.403
9af5814b-1149-4a40-bc00,0.326
9af5d0b7-6a26-4fb0-805b,0.308
9af7dbff-8de3-4c35-b69b,0.376
9afc6dd2-f3e4-4101-8737,0.232
9afd5698-5ab9-4083-af75,0.300
9afec203-4357-4aee-895f,0.013
9b03f6f4-9ce1-44de-b531,0.264
9b050a74-322d-4076-8d06,0.356
9b23e81a-0aac-45f9-9f15,0.502
9b330aee-ecba-4872-bdfd,0.682
9b335713-655a-4ce6-8424,0.997
9b3713dc-893e-4664-a640,0.294
9b3ddf73-0d3e-485f-9950,0.829
9b5d9066-6785-4fe1-9320,0.122
9b616ade-7350-4c9d-aca6,0.990
9b83ca6a-79ae-4d19-8b45,0.500
9b94dc6e-e18e-4e79-9b83,0.994
9b95af90-c67f-4303-bdd5,0.999
9ba35cfd-c10d-46e6-9aa9,0.392
9bafb2af-ecb3-4ccb-b25a,0.209
9bbff6df-b8b9-4803-b067,0.376
9bc3e007-6ae3-49ec-b559,0.394
9bcb1953-e38d-4285-a0dc,0.273
9bd8e6c8-ef5f-4ffa-a395,0.319
9be41c25-4ab5-4700-9fba,0.328
9be47e6b-323f-4a13-ac92,0.324
9bee0282-7c9b-4c08-b3ad,0.172
9bf25515-d3dd-4285-9726,0.380
9c0219be-de3a-46aa-804d,0.272
9c0258c9-b167-4a3e-abcc,0.542
9c077198-9d16-4322-b19a,0.259
9c131f11-e396-49b6-9be0,0.359
9c1546ab-c09c-4170-b3a5,0.530
9c18467e-1456-427f-a7fb,0.276
9c229cbc-784c-449a-9800,0.220
9c241472-2f01-48e7-9731,0.252
9c2611ee-1648-4b37-bb65,0.993
9c26ae71-ddc1-475c-8727,0.091
9c324515-3ea3-49c9-a30c,0.833
9c328ddc-7088-4c32-8b85,0.338
9c36e5ed-00d3-4eec-ad00,0.288
9c3712ec-6523-47ae-a4c4,0.298
9c3caa51-adb3-484b-99c1,0.290
9c3e8506-cf3c-4658-8cf1,0.265
9c406c10-417c-4c05-b18d,0.200
9c590e52-eac1-49ab-8c4c,0.275
9c62ce71-e60f-444c-8dcb,0.416
9c6e81fb-396d-4a19-b73b,1.000
9c6fa916-0552-4447-af25,0.148
9c75909e-a516-4e0f-82c9,0.307
9c75e947-1ebf-480b-bc74,0.702
9c7eea8e-22ff-42af-8eaf,0.293
9c8cb8bc-7675-475c-b016,0.363
9c9888eb-e9ef-4ae6-bf2b,0.367
9c9a5321-d86a-478a-9aed,0.952
9ca03cc6-3e62-4b4b-8797,0.271
9cc9a282-6313-433e-99c6,0.258
9cc9b19e-1e22-444b-b5eb,0.262
9cd38dc7-5464-4c5b-a779,0.284
9cd76ff0-133c-4d87-99fa,0.753
9ce2df14-396e-4928-ae43,0.234
9ce964de-94ce-4bd8-8fd9,0.259
9cfa4985-95d9-47f7-8c80,0.335
9cfb2e02-47a7-46cf-962d,0.199
9cfeb3a5-1636-4abc-a3da,0.481
9d0b530d-e723-4d3e-86aa,0.652
9d118ca3-7419-4c2d-a435,0.216
9d1c617e-97fb-4d3e-8d4f,0.860
9d2af30a-62e1-4789-866f,0.969
9d2ebaa3-7dc8-44b6-a8d4,0.364
9d2f1e62-bd6f-4f07-b18d,0.408
9d391b34-4003-4d36-b788,0.351
9d4936d9-de9f-411b-8f6a,0.254
9d49e68a-6c1d-40e9-a38f,0.308
9d5d0189-578c-42b8-8cca,0.908
9d7ec6bd-8e82-4ab5-95bf,0.333
9d81d7bd-b845-405b-b37a,0.283
9d8890c7-9b14-4822-b0a9,0.296
9d8c6d47-9441-4482-a53c,0.957
9d8ccf6a-6874-4b81-97f0,0.275
9d8d3b52-2fb3-4e97-ae98,0.998
9d9231e5-22c4-4137-a8d9,0.319
9d94ddf9-8706-4f67-8a78,0.188
9d9a099c-b649-4d01-842f,0.773
9da1f57f-40a7-4012-add7,0.998
9da8eef4-bef4-4754-ab20,1.000
9db69597-5fc4-46c0-9b27,0.320
9dc2244c-d9c9-46e9-97f8,0.208
9dc7fc42-d5bb-47ce-b071,0.387
9dc8835c-b45e-4000-af5c,0.315
9dcb2b0e-db98-4e28-8b12,0.164
9de052bc-cd1b-433c-89f9,0.387
9de5fe5d-bc78-41fa-bf00,0.433
9df0da69-1c12-453c-a7e5,0.349
9df4168c-2fb9-45c1-bf44,0.103
9df5cf82-2eb6-4137-a085,0.646
9df6ec71-fda1-40ed-aef1,0.465
9dfc7e4a-0ca8-4a80-98b7,0.864
9e02c3fb-6fe0-480f-9077,0.094
9e03a196-7692-4c30-96fb,0.309
9e0458b3-f972-4b5d-96d7,0.611
9e066126-2a9b-411a-83ad,0.235
9e06ea60-9466-4042-94b5,0.317
9e102e73-b6da-408d-9bda,0.301
9e1efd46-55f1-4807-8a8d,0.295
9e23a282-8d31-4066-9ba2,0.973
9e2da414-f73f-4cdd-ba07,0.975
9e3a4127-32c3-4d01-bc4e,0.264
9e3c97f4-4a96-4007-acfd,0.372
9e3e0b48-eead-4ab8-a81e,0.213
9e5c8c42-6292-4766-b9ad,0.281
9e615735-004c-4cb6-b9fc,0.416
9e644375-bd19-43ff-ac77,0.103
9e724191-27e6-4ccc-85c0,0.447
9e7aae58-04e3-4eb5-ae25,0.421
9e7c1276-f20a-41f8-962b,0.262
9e7e4867-6ecf-4a7e-b344,0.339
9e83f5cd-4271-43ca-a5c6,0.284
9e8573e8-b438-4d8f-ad31,0.908
9e8b8c61-b6c0-4dca-99ec,0.365
9e8c00a5-77e7-477e-b9e2,0.696
9e93935a-a467-4653-8e49,0.628
9eaf7333-957f-470b-9298,0.120
9ec019fb-f1f0-4884-99c5,0.890
9ec7db32-53d4-4c1f-b8f7,0.385
9ec9983c-0be8-4ab7-94a4,0.354
9ee94788-c090-435f-90e3,0.618
9ee9e11e-b608-4783-a0c6,0.321
9ef2ef65-6141-4d71-bff5,0.771
9ef6829b-60fa-43ff-9d0b,0.726
9ef9c7e1-ef70-4859-92a3,0.982
9efa6aee-a6f2-47a0-859f,0.675
9f035091-23be-478f-a30a,0.319
9f03b499-58bd-4e65-92b6,0.340
9f070086-8c0d-41d6-8564,0.158
9f126426-aeb7-45d4-a185,0.335
9f1592fa-27c1-439e-838b,0.995
9f195e5a-2cec-4617-9b41,0.249
9f1fcf80-fd9e-4feb-9558,0.699
9f218fcf-78cc-4ab5-9741,0.355
9f37446d-d552-48d0-a08a,0.248
9f38777b-2ace-41dc-9e9c,0.289
9f3e8d25-eca8-403c-8a24,0.337
9f3faa3a-de63-46ab-b3bb,0.356
9f4eb355-5365-4f6a-a178,0.432
9f6aee60-0ba1-4a33-9b35,1.000
9f787388-599c-40c7-895e,0.712
9f7f9b6d-3d24-4727-814e,1.000
9f81c29d-0d9b-4081-8ce8,0.271
9f8724e0-b9cd-4e33-aefb,0.139
9f986aa2-d9e0-4a83-9697,0.335
9fa76064-dc83-4a75-b1ba,0.247
9faea2a7-19c0-42ae-b0c0,1.000
9fb5541f-0182-4edc-bd84,0.318
9fbe6d10-4f1a-4963-968c,0.267
9fcb8f6c-b997-48cc-967f,0.950
9fd2c246-b891-40db-89e9,0.483
9fdc0f6e-f07b-484f-a87f,0.394
9fe4b8cc-a3db-4e23-8491,0.081
9ff12f81-0847-4eab-b991,0.299
9ff8d542-5c16-49e7-8244,0.803
9ffc63a1-af01-4218-833d,0.293
9fff77f8-3229-49cf-ba4e,0.994
9ffff4d3-500e-4617-aef8,0.322
a0062e6a-dcbc-40a9-bcbc,0.183
a006e97d-88e0-4e5b-bfab,0.619
a016ea02-0178-4c60-94a6,0.986
a0223404-e254-4ca7-80e1,0.067
a0279cef-451b-4f60-9c60,0.360
a02bf084-01f8-4322-8b04,0.348
a02c6ddd-6eda-4ea4-827b,0.224
a04cf9d5-8213-4aff-982f,0.098
a04ebf0e-b429-45ec-9671,0.386
a05f19f4-caaf-4b4b-b2e4,0.333
a06a7eb5-9b91-4495-bea4,0.370
a06d900c-6a25-4652-b96e,0.342
a07081b0-e376-4bd6-bb42,0.071
a071aa93-4bc5-4c03-b38a,0.975
a07560a7-b3ed-4e65-876c,0.486
a07cd818-a4fa-43be-9900,0.274
a088b693-a6c3-48d2-8bc7,0.968
a0a3af5d-f42f-4c27-8c59,0.377
a0b46d51-ab2c-40db-97cb,0.360
a0c1a1d0-b82a-45be-a5f0,0.417
a0c1fb5b-8845-4d21-8afb,0.760
a0c5d143-1423-47cd-ac6a,0.253
a0d739e3-3d19-459d-8c10,0.983
a0e254d6-9aae-416d-a895,0.355
a0f058a0-3463-4dc3-823a,0.499
a0f36f86-a29c-42e3-9712,0.332
a0f42805-f3ec-49e2-a9df,0.234
a0f9e612-1767-4ebe-a804,0.337
a0fb9117-63f8-4e58-81e7,0.633
a100c024-d561-4df5-af6c,0.289
a100c8a5-61a0-421f-aeaf,0.384
a122f99d-a2bb-45e0-bb96,0.445
a147da90-52f4-4481-b329,0.254
a148aff0-d42b-4569-b4ef,0.291
a1533a81-b030-4ff9-8815,0.236
a16998f5-33f3-4873-840d,0.339
a16a6863-3418-4a29-8066,0.736
a171eec3-7bf3-4afc-87a0,0.371
a1768df7-39b1-451e-9c61,0.998
a177f1de-88c5-493a-a76f,0.422
a17c36f2-5a37-4545-a89c,0.388
a17c9500-0da8-47a1-a6d4,0.839
a1930177-e3f2-4cb2-b036,0.385
a193cce7-f3f7-4e8d-942c,0.180
a1a5d0e7-0c81-4349-9039,0.999
a1af8015-5634-4774-a78c,0.264
a1b22aaf-818f-4ab7-aa77,0.138
a1ba7c8d-8839-436e-a407,1.000
a1bc65b4-31a1-464a-8492,0.392
a1bfb8c1-2e82-4319-8fbe,0.263
a1c3d631-7f83-4a12-9ae2,0.503
a1c3ed04-e81a-4ae2-bef7,0.872
a1cf803c-51da-4014-a4e4,0.332
a1d7deea-aa6f-4d6e-b7bf,0.341
a1d9b7ae-ecd4-4be8-9756,0.628
a1db358a-5c59-4c2b-a413,0.997
a1e0673a-a7c0-453a-884b,0.064
a1e0ff22-7dd2-4958-b842,0.379
a1e77a92-09fd-414c-bbe4,0.241
a1fce9b2-0d6d-4ca3-a93f,0.876
a2020a67-511f-4249-886a,0.405
a213b1bb-3c59-4fcb-b685,0.303
a2281907-6fad-4e27-84bf,0.974
a22c88b4-d866-45ce-9741,0.945
a235ab95-9878-437b-8ed4,0.333
a24da458-7605-45db-8fd4,0.232
a24ee8a7-eb39-46d1-8961,0.816
a2541f51-ed93-477c-904f,0.362
a26028c8-8401-46ae-9ed9,0.999
a26d26da-62b5-49b1-af6b,0.346
a272ad59-7501-4ab4-973e,0.093
a277ff5e-4b93-4192-b405,0.931
a2840e6e-dc83-43f7-b7bd,0.268
a2857ef4-bbac-4642-b688,0.187
a289fb40-6684-4af6-8257,0.351
a28eb6e6-c25d-4ae4-9c6e,0.337
a29c3be6-0387-4c3a-a62c,0.299
a2a2dbc8-950d-4552-b982,0.316
a2b465e4-4bc2-4051-a563,0.928
a2b6c49f-0565-4daa-b4b4,0.334
a2cd2def-7347-4cb0-8f12,0.065
a2d26a58-0244-4cc2-b006,0.367
a2d79d5b-4184-4e70-b1f4,0.266
a2e26fc0-ce29-4538-8661,0.276
a2e4da47-02cf-4aa9-ae5b,0.355
a2fffb1f-e54c-4be9-903e,0.234
a301d2c9-1b83-4c32-81b8,0.264
a30523cf-f3a1-4f67-86a5,0.999
a3203814-a2d2-471a-83d1,0.438
a3224524-52ab-4d08-83ce,0.255
a329d20e-a373-4d29-a486,1.000
a3338cef-5abc-4aec-a647,0.133
a334221a-81cc-4cde-86a9,0.253
a338a5ff-fce2-4eae-bd53,0.849
a3676850-fc35-4f88-8593,0.246
a3699485-ba6d-4a61-ba6e,0.999
a36bb85c-c363-4a9c-bcbb,0.317
a3767bce-8d53-4404-9ac7,0.330
a388a59e-6a94-4a30-8316,0.113
a38a03a6-6e33-42c9-8825,0.317
a39537b6-2b4b-47d4-85c1,0.068
a3a7637e-fca6-44cc-a4a1,0.997
a3afc7bc-ba07-45d1-9ea5,0.384
a3b2028b-28d0-4d38-9daf,0.290
a3c0f807-0c4a-48a2-ba61,0.232
a3cba0ae-1671-417a-bc8c,0.280
a3cf6a34-b913-4d13-b126,0.199
a3d65c2e-e957-4fe6-9bae,1.000
a3d6620c-5a8d-4b77-80c5,0.359
a3ec5ef1-2195-4cbc-9245,0.279
a3ed7f4c-666f-4a73-9740,0.291
a3faf5b8-91f3-4c8d-b7c3,0.231
a418a46e-f4d7-46e5-aa59,0.333
a41f5ec6-6a25-497e-83ba,0.235
a41f7834-4a49-42e1-83d2,0.245
a421f8f2-d53c-4cb4-bb12,0.376
a4288f79-3825-484d-a840,0.702
a42cf504-a55c-4e08-972b,0.521
a4364026-9bcc-447a-bca2,0.362
a46eae5f-ba53-4b88-8b30,0.345
a4763b7e-a833-4e64-8eda,0.439
a4869fb6-8ada-4e9e-a990,0.058
a48c7f1b-4d51-430a-96fd,0.063
a49f8e9b-4660-4c95-a161,0.411
a4a670b0-27d6-459a-ba3f,0.300
a4b33175-49e0-4284-880b,0.588
a4b7671d-e9d2-468b-93a7,0.442
a4b9a73f-ba4e-4143-a45e,0.073
a4b9c186-6f48-4ebc-96e2,0.187
a4c1a630-419b-4aa9-98c1,0.274
a4cb063c-a22e-471f-8ca2,0.354
a4d5c3ae-fff8-48e1-97d4,0.332
a4ec0ffc-0df1-49bf-aee6,0.991
a4eef581-dd59-4a84-a34e,0.999
a4efe79f-28f9-4c7a-b570,0.346
a4f409be-8de6-491c-b98d,0.996
a4fad5ee-0cc9-42e2-a888,0.619
a4ff48f3-02d6-4e92-852b,0.296
a5078d99-af9c-402e-8981,0.390
a50bc8eb-dd13-426e-99a0,0.993
a50f2c8c-64dd-4cf3-a507,0.300
a5177ee4-b0a4-486f-a78e,0.999
a518d91b-4362-4da4-9ba7,0.115
a51bbe43-380c-47da-8092,0.672
a525aeb2-149b-408a-95a8,0.841
a5326c64-afd4-47a6-9d98,0.224
a54267dd-abc2-4e8a-803a,0.290
a54365f8-b0f2-4066-9dda,0.340
a54d1bb6-8b80-4e33-b28f,0.167
a5576c80-beda-4423-b0b2,0.140
a55f9400-5806-4349-beec,0.224
a56b9c3c-82cd-4482-b5be,0.335
a572c141-f485-4f9e-86d6,0.988
a5776d03-1e95-41ab-9be9,0.522
a57b1abd-0a26-4345-9a7e,0.080
a57cd703-47a3-4273-b53a,0.281
a57e19d5-645d-4d55-9624,0.663
a58b4821-ad68-413c-8e98,0.233
a592fa1a-4b25-4b97-bdec,0.342
a5954b8c-2504-4082-8c76,0.712
a59a9ebb-329d-4b4e-ab72,0.268
a59b58f1-ed87-49ea-bd2f,0.963
a5a1fb4f-4738-4756-beed,0.247
a5a4ce44-0284-433b-ae4e,0.207
a5b17975-d32b-4328-abdd,0.787
a5c2e0a5-38ae-4991-8a6c,0.575
a5cd7c36-6475-4df9-b334,0.980
a5d1e5ea-a016-4bc9-a7a7,0.077
a5dcce38-2c81-49a5-acaa,0.332
a5dff40c-c56c-44e3-9762,0.389
a5e365b7-1878-45c3-bba9,0.284
a5e6fbc6-4706-4d8c-be54,0.295
a5f7b190-ab63-405a-8a53,0.288
a615ac74-55fe-4768-9637,0.953
a6165a3b-36f7-470a-b820,0.275
a62353f0-83c9-4aad-8a83,0.123
a6307f84-4dfe-4e1a-8fd2,0.362
a6367c91-6b20-4385-a984,0.392
a63ab51c-48bc-43ff-9b54,0.266
a63ad1e2-2c64-4a3a-a50a,0.252
a65763bf-0757-482e-8768,0.988
a663aec4-e9b0-490a-94ae,0.474
a672b6d7-76dc-4d92-abb1,0.115
a685c339-88bd-4c3d-a818,0.308
a68f4222-9c7c-4541-8997,0.253
a69294dd-ab4e-4c69-a661,0.335
a6974ae8-3a44-4200-93ac,0.321
a698cc4f-b41c-42bd-bdb7,0.999
a69917d4-e10b-4e7b-a6a0,0.301
a6ad4a21-a255-4497-a48e,0.342
a6ad6369-7807-46e8-9d27,0.330
a6b48659-2f24-4380-b912,0.321
a6c3099f-62f0-4fe8-9016,0.336
a6c93a7e-4056-4caa-861f,0.313
a6ce96bf-b3d8-4793-b811,0.368
a6d632aa-22ec-4187-8cd5,0.665
a6e034f0-5b63-464b-ade3,0.207
a6e4c308-dad7-420f-ab12,0.322
a6fe797d-73b7-4eea-bf5e,0.185
a6ff6df4-e62e-4152-a974,0.331
a703791f-778b-4967-a776,0.994
a70d643a-d5af-4202-91f0,0.375
a7148ec1-6493-45de-93c6,0.335
a7215e91-3a70-49ef-9def,0.063
a726d171-6d77-4e98-a234,0.240
a727a66e-8477-4fef-a978,0.018
a731e8c8-b283-407f-9c9e,0.307
a7338dea-bf7b-400c-8bf4,0.331
a73597f2-1690-4ed8-bf7f,0.603
a73933e0-48bc-436f-9d39,0.875
a740fe34-0002-4b95-9bf0,0.259
a742dce6-0768-4bed-b019,0.355
a7548b29-99b2-480e-8c30,0.967
a762f4a0-bbdf-442d-9c4d,0.353
a7684677-2394-4452-a5b9,0.599
a76ba952-7503-4cff-b9da,0.318
a76c0a2f-ab66-4234-9288,1.000
a7734767-6ef1-42e8-9aa9,0.415
a7773bc6-45a1-4d39-822e,0.993
a77bbfa9-88bd-41ba-9834,0.248
a77c02de-b192-4d0b-8530,0.076
a782dbbe-47f2-4a22-a2c1,0.287
a792596a-9004-448d-ac2f,0.304
a7976821-a0ce-4584-a2ae,0.162
a79dd842-9b84-4c0c-977e,0.284
a79f0ccf-dd7b-4426-a928,0.999
a79f0d9f-d306-48c7-b296,0.296
a7a53a1a-d3ef-4ebf-ba70,0.882
a7aa4d19-fe02-4e3a-95c1,0.275
a7acdfaf-2302-4c6c-aa44,0.992
a7b4e877-7291-4410-b76e,0.086
a7c10458-7992-47dd-90ea,0.129
a7c9d6cb-f24d-468e-8b21,0.399
a7d45de2-4594-4e66-8882,0.143
a7d71d66-c658-47f0-9f2a,0.284
a7e36633-f2a2-424e-9757,0.322
a7ee43c8-13a1-4a1e-b2de,0.969
a7f262f6-5f8b-4887-9d0d,0.066
a80b8252-7903-4173-96ca,0.069
a8166690-ca81-4d24-ba29,0.433
a81e6554-78f5-41c2-8ff2,0.453
a821f19e-de82-4509-81e5,0.837
a822cfbb-ab23-401e-9bd2,0.370
a82a6b3d-80a3-4a34-9a01,0.993
a82ed122-355c-4dae-98fa,0.386
a8362d1b-d256-4a05-80f6,0.260
a83c3e53-a6fd-4aa9-bde5,0.230
a85e756d-1576-48f0-b545,0.980
a862a882-057c-413a-8806,0.793
a867ddea-9b65-4178-8227,0.987
a8690a78-8e36-450a-a092,0.279
a87764ca-6ece-44e0-92a8,0.340
a87e8dda-9052-4661-8eee,0.430
a88d6a6e-bbb4-4704-9c36,0.328
a8920e1b-40c3-427a-892a,0.257
a899bd50-8b57-49e6-a0ff,0.296
a89d397e-5154-4899-b1c7,0.405
a8a2f0cf-f6d2-4318-8c6e,0.999
a8ad48f4-b415-4ef0-8876,0.249
a8ad79b9-6d5d-46a8-8b28,0.291
a8b82633-74be-475a-bd23,0.314
a8c35b0e-d1b0-46ed-93c7,0.057
a8c4ec93-29a8-44cb-ad2c,0.799
a8c7dcdf-4d81-43df-b95b,0.359
a8c876be-17f4-49fa-8043,0.327
a8cffb08-8db3-44d5-ab29,0.429
a8d7d302-16bc-41ba-92ad,0.327
a8db97ca-47f8-4946-b21b,0.547
a8dfb61f-7dfc-4a6f-bca6,0.138
a8e026b3-eb7a-427b-bff7,0.554
a8e074d5-513c-438c-a0e5,0.722
a8e1fb4e-40cf-4cb8-a522,0.295
a8e200fa-90a1-49f1-aa1e,0.366
a8e90440-21b3-47f0-8845,1.000
a8eb4d67-55f2-4690-8f68,0.390
a8ff1b43-441d-4c96-aee2,0.145
a902e292-4352-4dd5-abf6,0.592
a911c83b-748b-4d2e-9cde,0.366
a91238b4-d15b-4c12-9e27,0.203
a91279db-56a8-4579-8d76,0.474
a92c4918-3a72-4832-9648,0.290
a92d805a-7490-4df1-b5ab,0.179
a938fe0f-1152-44e6-ae39,0.163
a93ac2a1-6d82-451d-bcdb,0.425
a93e1456-a487-420e-ae32,0.365
a94148ff-82cd-419a-bd92,0.295
a94461c3-cd1d-4f3f-bd09,0.371
a94ae5a7-6706-4454-ab27,0.179
a94f6036-e65d-4cc3-bd9c,0.404
a95a5bd4-ffc2-41e7-96eb,0.337
a960d9ce-70b9-47ef-8726,0.996
a96cded0-b8d9-4f3a-a14b,0.264
a97c41d3-4415-4a14-8d88,0.837
a984ac41-4cad-457a-ba4e,0.418
a987960b-268c-4253-9060,0.195
a987cf38-6e10-4d30-a2b6,0.687
a9943ba1-cb27-4fef-96ef,0.243
a995e768-da18-4f6b-b7d4,0.266
a996ab22-0393-44f2-802b,0.274
a99791ba-63af-445e-a397,0.247
a999d25d-4040-48df-9a08,0.347
a9b00eeb-4585-47ba-a185,0.561
a9b1d6ac-70fd-42ff-9d0a,0.188
a9b36385-84a5-47d5-bdf1,0.174
a9b616a2-e745-479f-9f14,0.480
a9b6cbac-26d7-4f82-a07d,0.302
a9c87894-e6d3-4aae-b2f4,0.324
a9cdd1d0-7a80-4921-91f1,0.999
a9d4be33-cda1-4728-9108,0.250
a9dc5bfb-9d9e-4f0f-bc30,0.423
a9ddad1f-8e97-4072-83b5,0.222
a9e6cd25-b7a1-41f7-847c,0.311
a9f1172f-e5a7-4a8d-8cea,0.243
aa00a95c-e037-4fde-ba87,0.407
aa03c481-a10a-494d-ab27,0.999
aa06b7c7-1bfb-4162-bc27,0.244
aa0b17a1-c207-48fe-b1fd,0.393
aa108932-d355-424c-bbc4,0.825
aa1485b7-c614-4314-9bfe,0.999
aa193fc2-f2ec-4461-9323,0.985
aa27147e-afe8-416d-8cd6,0.978
aa30186a-8558-4048-8898,0.335
aa317f5d-3d34-432e-90c5,0.349
aa320cca-7d64-486a-be56,0.991
aa36fcab-ff3c-4039-aed0,0.286
aa388237-28ab-46fa-8631,0.093
aa3ae621-0866-4a70-9e17,0.114
aa43556a-b9e1-439b-a8ea,0.993
aa57dbc3-c3a0-487f-b567,0.321
aa5dcb7b-cad4-480e-8200,0.258
aa67639f-d7cb-4d83-8301,0.355
aa6b74bf-11c9-4bf1-a4f2,0.364
aa6ca3af-0d1a-4eb5-ab42,0.090
aa763114-bc68-4eab-8d1a,0.427
aa7ae3fb-1f63-419e-b4f0,0.175
aa8314af-bb7b-4beb-8c14,0.364
aa840e96-3c4d-4296-be32,0.111
aa8a5ae0-89f5-44be-afce,0.269
aa8ee887-daa5-4ff4-aee9,0.315
aa9220d1-5b9c-410b-8f35,0.698
aa92dddf-96d0-49e2-a201,0.363
aa94831a-525b-42b0-869f,0.278
aa9af1a6-807b-4dc4-b85c,0.343
aa9f7f57-8ebc-4ef3-a4b3,0.160
aab49795-92e7-44e1-b922,0.394
aab68431-4e4d-4e58-b327,0.370
aab835ba-4c38-4513-9ce4,1.000
aac56a21-0e18-44bd-87e6,0.142
aac96f23-8f5d-4102-9893,0.323
aad2ca47-6916-4243-b5c1,0.137
aad55f67-bb06-4fc5-8bd4,0.430
aad62872-a588-425e-a43a,0.330
aadeaea2-f90b-498d-a923,0.217
aae532f5-67d9-4445-aa48,0.970
aaee4c33-9829-414d-9c7c,0.318
